NomProduit,Descriptions,Categories,DateAjout,PrixUnitaire,Quantite,IdFournisseurs
Gel nettoyant visage purifiant L'Oréal,Nan,Produits de soin pour le visage,2021-03-23 00:12:45,1800.0,1,
Soin liftant anti-âge L'Oréal,Nan,Produits de soin pour le visage,2021-03-19 19:52:11,2500.0,1,
Jambon de la Vallée d'Aoste,Nan,Charcuterie,2021-02-16 08:02:10,2000.0,1,
Saucisse de porc,Nan,Charcuterie,2021-01-17 07:28:59,1600.0,1,
Rillettes de thon à l'huile d'olive,Nan,Charcuterie,2021-03-01 08:13:23,1500.0,1,
Jambon de la Forêt Noire,Nan,Charcuterie,2021-04-22 07:51:31,2000.0,1,
Démaquillant Garnier,Nan,Produits de démaquillage,2021-02-12 21:03:01,1200.0,1,
Bouteille d'huile Aya,Nan,Huile,2021-05-28 15:43:29,3750.0,1,
Crème de nuit régénérante L'Oréal,Nan,Produits de soin pour le visage,2021-07-20 19:06:51,1200.0,1,
Bouteille d'eau minérale Cristaline,Nan,Eau,2021-12-28 17:08:39,500.0,1,
Démaquillant pour les yeux bi-phasé Nivea,Nan,Produits de démaquillage,2021-06-11 03:25:45,1200.0,1,
Andouille,Nan,Charcuterie,2021-05-10 22:15:49,1600.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2021-08-03 18:08:37,1500.0,1,
Jambon de la Forêt de Marly,Nan,Charcuterie,2021-02-05 22:02:54,2000.0,1,
Saucisse de canard fumée,Nan,Charcuterie,2021-01-10 22:26:29,1600.0,1,
Chorizo,Nan,Charcuterie,2021-07-17 05:31:16,2000.0,1,
Saucisse de veau,Nan,Charcuterie,2021-08-21 06:57:00,1600.0,1,
Soin contour des lèvres L'Oréal,Nan,Produits de soin des lèvres,2021-04-07 08:42:44,700.0,1,
Terrine de canard,Nan,Charcuterie,2021-10-06 14:51:44,1700.0,1,
Pot de sauce barbecue,Nan,Condiment,2021-12-30 23:20:40,1000.0,1,
Sachet de paprika,Nan,Condiment,2021-12-21 23:14:09,500.0,1,
Lotion tonique adoucissante Garnier,Nan,Produits de soin pour le visage,2021-06-03 11:40:11,1200.0,1,
Boîte de mouchoirs en papier Lotus,Nan,Hygiène,2021-01-29 19:41:34,1000.0,1,
Gel douche nourrissant à l'huile d'amande Neutrogena,Nan,Produits de douche,2021-03-11 10:34:07,1200.0,1,
Pâté de volaille,Nan,Charcuterie,2021-09-28 05:40:42,1200.0,1,
Déodorant anti-transpirant Vichy,Nan,Produits d'hygiène,2021-09-27 12:13:10,800.0,1,
Lotion anti-imperfections Garnier,Nan,Produits de soin pour le visage,2021-05-24 10:05:43,1200.0,1,
Baume réparateur pour les mains Biafine,Nan,Produits de soin pour les mains,2021-09-11 12:18:36,1000.0,1,
Saucisse de Montbéliard,Nan,Charcuterie,2021-09-04 18:43:03,1900.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2021-08-30 19:28:17,1200.0,1,
Rillettes de canard,Nan,Charcuterie,2021-07-19 14:39:18,1400.0,1,
Sachet de popcorn,Nan,Snack,2021-02-26 12:06:54,500.0,1,
Sachet de pâtes de curry rouge,Nan,Condiment,2021-10-28 05:40:56,750.0,1,
Saucisse de Strasbourg,Nan,Charcuterie,2021-12-30 17:35:49,1600.0,1,
Dentifrice reminéralisant Elmex,Nan,Produits d'hygiène dentaire,2021-10-05 07:01:00,500.0,1,
Boîte de maïs en conserve,Nan,Condiment,2021-06-21 02:53:49,750.0,1,
Crème solaire visage et corps biodégradable La Roche-Posay,Nan,Produits de protection solaire,2021-05-16 15:11:49,2000.0,1,
Bouteille d'huile Aya,Nan,Huile,2021-08-05 14:48:33,3750.0,1,
Rillettes de volaille,Nan,Charcuterie,2021-11-06 16:46:43,1500.0,1,
Jambon de Bayonne,Nan,Charcuterie,2021-02-23 14:08:17,1900.0,1,
Saucisse de canard,Nan,Charcuterie,2021-08-12 13:43:13,1600.0,1,
Terrine de lapin aux pruneaux,Nan,Charcuterie,2021-08-02 03:56:03,1700.0,1,
Saucisse de canard fumée,Nan,Charcuterie,2021-04-14 20:23:07,1600.0,1,
Jambon de l'Ardèche,Nan,Charcuterie,2021-01-21 23:59:03,2000.0,1,
Lingettes démaquillantes biodégradables Nivea,Nan,Produits de démaquillage,2021-01-04 06:26:30,800.0,1,
Paquet de biscuits au chocolat,Nan,Biscuits,2021-09-18 12:32:17,1000.0,1,
Baume après-rasage hydratant Nivea,Nan,Produits de rasage,2021-10-02 06:16:54,700.0,1,
Bouteille de sirop de grenadine,Nan,Boisson,2021-10-11 13:39:09,750.0,1,
Boîte de céréales Kellogg's,Nan,Céréales,2021-03-26 05:02:21,1500.0,1,
Déodorant Rexona,Nan,Produits d'hygiène,2021-03-18 19:24:15,800.0,1,
Bouteille de bière Guinness,Nan,Bière,2021-09-07 20:18:57,1000.0,1,
Gel douche hydratant Dove,Nan,Produits de douche,2021-09-29 11:01:43,1200.0,1,
Terrine de perdreau,Nan,Charcuterie,2021-11-30 23:41:28,1700.0,1,
Terrine de lapin aux pruneaux,Nan,Charcuterie,2021-03-24 15:20:42,1700.0,1,
Terrine de gibier,Nan,Charcuterie,2021-02-21 14:01:17,1500.0,1,
Lingettes démaquillantes apaisantes Nivea,Nan,Produits de démaquillage,2021-04-20 20:21:20,800.0,1,
Sachet de graines de chia,Nan,Condiment,2021-04-15 04:47:28,1000.0,1,
Sachet de levure chimique,Nan,Condiment,2021-06-30 09:07:31,500.0,1,
Crème solaire visage La Roche-Posay,Nan,Produits de protection solaire,2021-04-02 05:07:16,2000.0,1,
Paquet de chips Lay's,Nan,Snack,2021-02-15 21:25:31,750.0,1,
Saucisse de volaille,Nan,Charcuterie,2021-11-13 02:48:20,1600.0,1,
Pot de confiture Bonne Maman,Nan,Condiment,2021-08-12 02:39:06,1500.0,1,
Crème de nuit nourrissante Nivea,Nan,Produits de soin pour le visage,2021-05-04 11:45:44,1200.0,1,
Saucisse de Montbéliard,Nan,Charcuterie,2021-11-27 22:57:24,1900.0,1,
Pot de crème dessert Danette,Nan,Dessert,2021-12-05 23:57:32,1000.0,1,
Jambon de Montagne Noire,Nan,Charcuterie,2021-08-03 00:39:47,2000.0,1,
Pain de mie Jacques,Nan,Alimentation,2021-05-31 21:24:09,750.0,1,
Pot de moutarde,Nan,Condiment,2021-01-10 12:07:19,500.0,1,
Crème réparatrice Cicabiafine,Nan,Produits de soin pour le corps,2021-05-19 08:45:49,1500.0,1,
Rillettes de thon à la coriandre,Nan,Charcuterie,2021-09-28 03:18:14,1500.0,1,
Boîte de céréales pour petit déjeuner,Nan,Alimentation,2021-04-14 13:22:10,1500.0,1,
Saucisson au genièvre,Nan,Charcuterie,2021-05-18 20:56:54,1400.0,1,
Démaquillant pour les yeux bi-phasé Nivea,Nan,Produits de démaquillage,2021-06-26 05:26:56,1200.0,1,
Démaquillant waterproof Maybelline,Nan,Produits de démaquillage,2021-06-16 17:10:11,1200.0,1,
Boîte de céréales Kellogg's,Nan,Céréales,2021-12-24 22:47:40,1500.0,1,
Paquet de spaghetti,Nan,Alimentation,2021-10-18 22:41:57,750.0,1,
Sachet de riz Mama Africa,Nan,Alimentation,2021-06-20 16:12:14,2000.0,1,
Saucisson à la pistache,Nan,Charcuterie,2021-12-30 09:48:14,1400.0,1,
Lotion tonique Nivea,Nan,Produits de soin pour le visage,2021-06-18 04:41:27,1200.0,1,
Crème raffermissante pour le corps Garnier,Nan,Produits de soin pour le corps,2021-06-24 12:45:46,2000.0,1,
Crème solaire enfant biodégradable Uriage,Nan,Produits de protection solaire,2021-07-07 18:29:49,2000.0,1,
Saucisse au poivre,Nan,Charcuterie,2021-07-19 07:21:49,1600.0,1,
Paquet de pâtes Barilla,Nan,Alimentation,2021-12-05 13:26:42,1000.0,1,
Crème anti-rides Nivea,Nan,Produits de soin pour le visage,2021-05-31 13:36:54,2500.0,1,
Dentifrice blancheur Oral-B,Nan,Produits d'hygiène dentaire,2021-05-28 05:13:05,500.0,1,
Jambon de Luxeuil,Nan,Charcuterie,2021-06-19 10:51:34,2000.0,1,
Lotion purifiante pour le visage Neutrogena,Nan,Produits de soin pour le visage,2021-09-05 20:16:33,1200.0,1,
Crème pour les pieds Scholl,Nan,Produits de soin pour les pieds,2021-10-09 04:28:13,1500.0,1,
Terrine de gibier,Nan,Charcuterie,2021-06-11 06:56:30,1500.0,1,
Saucisson à la pistache,Nan,Charcuterie,2021-02-15 16:15:21,1800.0,1,
Shampooing anti-pelliculaire Vichy,Nan,Produits de soin capillaire,2021-10-05 10:02:56,1500.0,1,
Sachet de poivre noir,Nan,Condiment,2021-05-21 13:39:39,500.0,1,
Pot de miel,Nan,Condiment,2021-10-29 06:57:52,1000.0,1,
Shampooing volumisant Schwarzkopf,Nan,Produits de soin capillaire,2021-06-16 14:30:36,1800.0,1,
Jambon fumé,Nan,Charcuterie,2021-01-06 07:14:32,1400.0,1,
Démaquillant yeux bi-phasé waterproof L'Oréal,Nan,Produits de démaquillage,2021-03-19 22:12:26,1200.0,1,
Saucisson à la truffe,Nan,Charcuterie,2021-02-19 02:27:05,1400.0,1,
Dentifrice bio blanchissant Lavera,Nan,Produits d'hygiène dentaire,2021-10-18 16:13:16,500.0,1,
Soin hydratant matifiant Vichy,Nan,Produits de soin pour le visage,2021-03-07 17:15:18,2500.0,1,
Coppa,Nan,Charcuterie,2021-12-25 14:32:36,1600.0,1,
Saucisson au genièvre,Nan,Charcuterie,2021-07-20 23:23:23,1400.0,1,
Saucisson à la truffe,Nan,Charcuterie,2021-02-02 20:09:29,1400.0,1,
Soin liftant anti-âge L'Oréal,Nan,Produits de soin pour le visage,2021-03-18 09:58:43,2500.0,1,
Soin contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2021-02-16 13:51:30,2500.0,1,
Pâté de lapin aux noix,Nan,Charcuterie,2021-07-14 04:25:35,1800.0,1,
Crème apaisante après-soleil Nivea,Nan,Produits de protection solaire,2024-01-06 03:32:29,2000.0,1,
Bouteille de sauce soja,Nan,Condiment,2024-01-22 10:37:34,1000.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2024-01-21 11:23:32,2000.0,1,
Soin anti-rides contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2024-01-09 13:40:17,2500.0,1,
Terrine de canard,Nan,Charcuterie,2024-01-21 16:26:48,1700.0,1,
Gel douche exfoliant Nivea,Nan,Produits de douche,2024-01-05 16:59:47,1200.0,1,
Sachet de feuilles de thé,Nan,Thé,2024-01-05 12:12:53,500.0,1,
Paquet de chips Tortilla,Nan,Snack,2024-01-30 06:09:55,1000.0,1,
Paquet de chips Pringles,Nan,Snack,2024-01-25 13:05:21,1000.0,1,
Paquet de riz long grain,Nan,Alimentation,2024-01-23 06:46:47,1000.0,1,
Sachet de grains de café arabica,Nan,Café,2024-01-24 15:29:05,1000.0,1,
Paquet de muesli,Nan,Alimentation,2024-01-05 14:12:01,1000.0,1,
Jambon de l'Ardèche,Nan,Charcuterie,2024-01-08 06:20:40,2000.0,1,
Bouteille de jus de pomme,Nan,Jus,2024-01-08 18:26:16,1500.0,1,
Rillettes de lapin,Nan,Charcuterie,2024-01-21 17:11:58,1300.0,1,
Rillettes de thon à l'huile d'olive,Nan,Charcuterie,2024-01-07 15:06:25,1500.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2024-01-05 22:21:03,1400.0,1,
Saucisson sec,Nan,Charcuterie,2024-01-23 07:25:50,1500.0,1,
Saucisse de Morteau,Nan,Charcuterie,2024-01-23 11:09:34,1600.0,1,
Paquet de spaghetti,Nan,Alimentation,2024-01-25 08:57:48,750.0,1,
Terrine de sanglier,Nan,Charcuterie,2024-01-24 21:17:58,1700.0,1,
Soin anti-rides contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2024-01-30 06:23:01,2500.0,1,
Terrine de pintade,Nan,Charcuterie,2024-01-11 18:52:28,1600.0,1,
Jambon de Paris,Nan,Charcuterie,2024-01-22 22:46:34,1400.0,1,
Tube de dentifrice Colgate,Nan,Hygiène,2024-01-02 09:33:48,750.0,1,
Spray corporel Axe,Nan,Produits de soin pour le corps,2024-01-29 07:51:18,800.0,1,
Sachet de grains de café arabica,Nan,Café,2024-01-28 00:06:36,1000.0,1,
Rillettes de volaille,Nan,Charcuterie,2024-01-03 02:59:55,1500.0,1,
Rillettes de porc,Nan,Charcuterie,2024-01-31 07:38:57,1300.0,1,
Jambon de la Forêt Noire,Nan,Charcuterie,2024-01-30 13:06:24,2000.0,1,
Soin liftant anti-âge L'Oréal,Nan,Produits de soin pour le visage,2024-01-03 20:52:46,2500.0,1,
Terrine de perdreau,Nan,Charcuterie,2024-01-03 16:25:22,1700.0,1,
Sachet de levure chimique,Nan,Condiment,2024-01-07 17:02:40,500.0,1,
Sac de farine de blé,Nan,Alimentation,2024-01-23 18:25:26,1500.0,1,
Terrine de faisan aux morilles,Nan,Charcuterie,2024-01-06 05:15:18,1700.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2024-01-21 16:51:17,2000.0,1,
Pâté de cerf,Nan,Charcuterie,2024-01-24 16:31:38,1800.0,1,
Déodorant spray fraîcheur instantanée Nivea,Nan,Produits d'hygiène,2024-01-15 18:16:49,800.0,1,
Shampooing anti-pelliculaire Head & Shoulders,Nan,Produits de soin capillaire,2024-01-11 00:21:42,1500.0,1,
Jambon de Bayonne,Nan,Charcuterie,2024-01-18 10:20:43,1900.0,1,
Crème de jour hydratante Nivea,Nan,Produits de soin pour le visage,2024-01-07 00:21:56,1200.0,1,
Lotion purifiante pour le visage L'Oréal,Nan,Produits de soin pour le visage,2024-01-23 21:52:06,1200.0,1,
Sachet de thé vert,Nan,Thé,2024-01-26 19:56:32,500.0,1,
Saucisse de Lyon,Nan,Charcuterie,2024-01-21 04:42:41,1600.0,1,
Jambon blanc,Nan,Charcuterie,2024-01-09 05:57:24,1000.0,1,
Baume à lèvres Labello,Nan,Produits de soin des lèvres,2024-01-21 03:00:50,700.0,1,
Boîte de mouchoirs en papier Tempo,Nan,Hygiène,2024-01-06 07:22:43,750.0,1,
Jambon de Savoie,Nan,Charcuterie,2024-01-22 21:19:00,2000.0,1,
Jambon de Normandie,Nan,Charcuterie,2024-01-23 08:11:15,2000.0,1,
Boîte de céréales pour petit déjeuner,Nan,Alimentation,2024-01-01 20:37:01,1500.0,1,
Crème de nuit nourrissante Nivea,Nan,Produits de soin pour le visage,2024-01-09 05:08:17,1200.0,1,
Crème solaire visage La Roche-Posay,Nan,Produits de protection solaire,2024-01-20 04:15:20,2000.0,1,
Rillettes de thon au basilic,Nan,Charcuterie,2024-01-17 00:03:53,1500.0,1,
Jambon d'Auvergne,Nan,Charcuterie,2024-01-05 13:01:28,2000.0,1,
Lingettes démaquillantes à l'eau micellaire Garnier,Nan,Produits de démaquillage,2024-01-06 16:23:55,800.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2024-01-27 18:43:43,1500.0,1,
Terrine de lapin aux pruneaux,Nan,Charcuterie,2024-01-04 07:17:37,1700.0,1,
Soin hydratant intense pour le visage Nivea,Nan,Produits de soin pour le visage,2024-01-28 23:55:22,2500.0,1,
Pot de confiture Bonne Maman,Nan,Condiment,2024-01-11 22:12:47,1500.0,1,
Pot de sauce barbecue,Nan,Condiment,2024-01-05 18:51:32,1000.0,1,
Saucisse de volaille,Nan,Charcuterie,2024-01-11 20:27:37,1600.0,1,
Bouteille de bière Guinness,Nan,Bière,2024-01-11 02:15:53,1000.0,1,
Sachet de riz Mama Africa,Nan,Alimentation,2024-01-18 06:54:37,2000.0,1,
Sachet de sucre Daddy,Nan,Sucrerie,2024-01-17 03:37:52,500.0,1,
Terrine de lapin,Nan,Charcuterie,2024-01-26 12:14:32,1600.0,1,
Rillettes de dinde,Nan,Charcuterie,2024-01-08 01:21:27,1300.0,1,
Shampooing volumateur Timotei,Nan,Produits de soin capillaire,2024-01-23 20:22:35,1500.0,1,
Sachet de thé vert,Nan,Thé,2024-01-13 08:19:44,500.0,1,
Boîte de haricots verts en conserve,Nan,Condiment,2024-01-31 12:33:11,750.0,1,
Saucisson à la pistache,Nan,Charcuterie,2024-01-12 07:00:24,1400.0,1,
Pain de mie Jacques,Nan,Alimentation,2024-01-26 08:48:51,750.0,1,
Crème hydratante Nivea,Nan,Produits de soin pour le corps,2024-01-17 16:21:20,1000.0,1,
Soin anti-âge global pour le visage L'Oréal,Nan,Produits de soin pour le visage,2024-01-02 03:00:40,2500.0,1,
Pâté en croûte,Nan,Charcuterie,2024-01-14 04:01:07,1800.0,1,
Pot de crème glacée Carte d'Or,Nan,Glaces,2024-01-25 07:04:57,2000.0,1,
Démaquillant pour les yeux bi-phasé Nivea,Nan,Produits de démaquillage,2024-01-25 00:31:01,1200.0,1,
Dentifrice protection gencives Parodontax,Nan,Produits d'hygiène dentaire,2024-01-07 07:27:17,500.0,1,
Sachet de thé Lipton,Nan,Thé,2024-01-04 05:35:50,500.0,1,
Rillettes de veau,Nan,Charcuterie,2024-01-17 01:05:42,1500.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2024-01-24 11:21:19,1500.0,1,
Dentifrice blancheur intense Colgate,Nan,Produits d'hygiène dentaire,2024-01-16 00:54:38,500.0,1,
Rillettes de poisson,Nan,Charcuterie,2024-01-11 19:37:40,1300.0,1,
Terrine de lapin,Nan,Charcuterie,2024-01-16 15:23:56,1600.0,1,
Dentifrice blanchissant Colgate,Nan,Produits d'hygiène dentaire,2024-01-05 15:37:41,500.0,1,
Crème solaire Nivea,Nan,Produits de protection solaire,2024-01-28 10:15:22,2000.0,1,
Terrine de faisan,Nan,Charcuterie,2024-01-13 13:40:40,1700.0,1,
Crème réparatrice pour les pieds Scholl,Nan,Produits de soin pour les pieds,2024-01-22 23:05:26,1500.0,1,
Crème anti-rides Nivea,Nan,Produits de soin pour le visage,2024-01-20 11:04:55,2500.0,1,
Chorizo,Nan,Charcuterie,2024-01-18 17:38:43,2000.0,1,
Pâté de chevreuil,Nan,Charcuterie,2024-01-21 08:41:29,1800.0,1,
Saucisse de Montbéliard,Nan,Charcuterie,2024-01-17 13:53:46,1900.0,1,
Gel nettoyant visage purifiant L'Oréal,Nan,Produits de soin pour le visage,2024-01-15 09:13:16,1800.0,1,
Saucisson aux herbes,Nan,Charcuterie,2024-01-04 08:10:07,1400.0,1,
Sachet de sel iodé,Nan,Condiment,2024-01-15 21:14:02,500.0,1,
Pâté de lapin aux herbes de Provence,Nan,Charcuterie,2024-01-21 18:24:34,1800.0,1,
Savon exfoliant Neutrogena,Nan,Produits de douche,2024-01-05 23:28:15,1000.0,1,
Paquet de chips Tortilla,Nan,Snack,2024-01-13 22:43:10,1000.0,1,
Saucisse fumée,Nan,Charcuterie,2024-01-30 15:30:02,1400.0,1,
Pot de moutarde,Nan,Condiment,2024-01-06 06:17:44,500.0,1,
Bouteille de sauce soja,Nan,Condiment,2024-01-25 03:22:09,1000.0,1,
Pâté de volaille,Nan,Charcuterie,2024-01-27 05:52:42,1200.0,1,
Crème solaire visage et corps biodégradable La Roche-Posay,Nan,Produits de protection solaire,2024-01-30 03:02:59,2000.0,1,
Bouteille de sirop de grenadine,Nan,Boisson,2024-01-26 08:07:28,750.0,1,
Pâté de chevreuil,Nan,Charcuterie,2024-01-25 11:33:44,1800.0,1,
Paquet de café Nescafé,Nan,Café,2024-01-04 19:22:45,1500.0,1,
Pâté de marcassin,Nan,Charcuterie,2024-01-15 08:12:14,1900.0,1,
Saucisse de veau,Nan,Charcuterie,2024-01-16 04:54:27,1600.0,1,
Terrine de pintade,Nan,Charcuterie,2024-01-05 20:02:38,1600.0,1,
Sachet de sel iodé,Nan,Condiment,2024-01-08 11:27:30,500.0,1,
Saucisson à la figue,Nan,Charcuterie,2024-01-06 07:26:55,1600.0,1,
Saucisson à l'Armagnac,Nan,Charcuterie,2024-01-14 01:55:41,1400.0,1,
Paquet de couches Pampers,Nan,Hygiène,2024-01-20 10:54:53,2500.0,1,
Paquet de riz long grain,Nan,Alimentation,2024-01-10 11:46:24,1000.0,1,
Saucisson à l'Armagnac,Nan,Charcuterie,2024-01-23 04:31:45,1400.0,1,
Pâté de lapin aux pistaches,Nan,Charcuterie,2024-01-27 04:24:17,1800.0,1,
Baume après-rasage Gillette,Nan,Produits de rasage,2024-01-21 17:50:05,700.0,1,
Terrine de biche,Nan,Charcuterie,2024-01-18 22:34:38,1700.0,1,
Saucisson aux noisettes,Nan,Charcuterie,2024-01-16 10:08:47,1400.0,1,
Boîte de kleenex,Nan,Hygiène,2024-01-24 02:28:37,1000.0,1,
Jambon de Bayonne,Nan,Charcuterie,2024-01-09 13:49:06,1900.0,1,
Sac de riz Basmati,Nan,Alimentation,2024-01-14 00:28:29,4000.0,1,
Jambon fumé,Nan,Charcuterie,2024-01-07 12:05:48,1400.0,1,
Crème anti-cellulite Garnier,Nan,Produits de soin pour le corps,2024-01-10 12:03:29,2000.0,1,
Shampooing réparateur L'Oréal,Nan,Produits de soin capillaire,2024-01-07 17:44:06,1500.0,1,
Crème de jour anti-rides Nivea,Nan,Produits de soin pour le visage,2024-01-25 02:08:26,1200.0,1,
Pâté de lapin aux noix,Nan,Charcuterie,2024-01-04 23:22:21,1800.0,1,
Pot de miel,Nan,Condiment,2024-01-02 23:24:47,1000.0,1,
Pot de moutarde,Nan,Condiment,2024-01-01 20:40:21,500.0,1,
Saucisson à l'ail,Nan,Charcuterie,2024-01-26 08:58:45,1300.0,1,
Pâté de canard,Nan,Charcuterie,2024-01-28 08:18:20,1500.0,1,
Crème réparatrice pour les mains Neutrogena,Nan,Produits de soin pour les mains,2024-01-07 12:22:41,1000.0,1,
Baume nourrissant pour les mains Nuxe,Nan,Produits de soin pour les mains,2024-01-12 08:04:12,1000.0,1,
Crème de jour anti-taches Nivea,Nan,Produits de soin pour le visage,2024-01-20 07:13:21,1200.0,1,
Bouteille de sauce soja,Nan,Condiment,2024-01-07 03:53:34,1000.0,1,
Sachet de paprika,Nan,Condiment,2024-01-29 06:58:57,500.0,1,
Gel nettoyant visage La Roche-Posay,Nan,Produits de soin pour le visage,2024-01-23 16:23:28,1800.0,1,
Boudin blanc,Nan,Charcuterie,2024-01-05 22:08:49,1400.0,1,
Crème solaire enfants Uriage,Nan,Produits de protection solaire,2024-01-10 16:05:59,2000.0,1,
Saucisson à la pistache,Nan,Charcuterie,2024-01-15 22:22:03,1800.0,1,
Rillettes de thon au basilic,Nan,Charcuterie,2024-01-23 14:10:14,1500.0,1,
Soin contour des yeux L'Oréal,Nan,Produits de soin pour le visage,2024-01-27 22:38:06,2500.0,1,
Dentifrice protection caries Sensodyne,Nan,Produits d'hygiène dentaire,2024-01-21 15:24:23,500.0,1,
Boudin noir,Nan,Charcuterie,2024-01-21 09:23:13,1500.0,1,
Démaquillant waterproof Maybelline,Nan,Produits de démaquillage,2024-01-16 20:20:22,1200.0,1,
Spray corporel rafraîchissant Axe,Nan,Produits de soin pour le corps,2024-01-19 04:45:22,800.0,1,
Rillettes de canard au poivre vert,Nan,Charcuterie,2024-01-02 03:52:03,1500.0,1,
Pâté de marcassin,Nan,Charcuterie,2024-01-11 20:48:27,1900.0,1,
Saucisson au genièvre,Nan,Charcuterie,2024-01-21 07:26:36,1400.0,1,
Sachet de thé vert,Nan,Thé,2024-01-10 19:00:57,500.0,1,
Paquet de cacahuètes,Nan,Snack,2024-01-03 22:17:51,750.0,1,
Saucisson de Lyon,Nan,Charcuterie,2024-01-19 05:02:11,1400.0,1,
Boîte de conserve de thon Petit Navire,Nan,Poisson,2024-01-01 15:13:48,1000.0,1,
Barre de chocolat Milka,Nan,Chocolat,2024-01-24 18:25:34,750.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2024-01-02 11:32:39,1500.0,1,
Gel coiffant effet brillant Schwarzkopf,Nan,Produits de coiffure,2024-01-06 20:26:49,1500.0,1,
Paquet de chips Lay's,Nan,Snack,2024-01-31 04:08:53,750.0,1,
Saucisse de Francfort,Nan,Charcuterie,2024-01-06 15:36:07,1000.0,1,
Pâté de lièvre,Nan,Charcuterie,2024-01-24 15:23:18,1800.0,1,
Bouteille de bière Guinness,Nan,Bière,2024-01-31 14:37:01,1000.0,1,
Shampooing volumisant Schwarzkopf,Nan,Produits de soin capillaire,2024-01-15 22:44:08,1800.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2024-01-23 10:45:06,3000.0,1,
Sac de farine de blé,Nan,Alimentation,2024-01-12 13:09:03,1500.0,1,
Sachet de thé vert,Nan,Thé,2023-12-23 21:09:57,500.0,1,
Saucisse de Lyon,Nan,Charcuterie,2023-12-22 20:46:14,1600.0,1,
Paquet de biscuits Petit Beurre,Nan,Biscuits,2023-11-11 09:26:01,1000.0,1,
Spray corporel Axe,Nan,Produits de soin pour le corps,2023-11-30 14:50:38,800.0,1,
Paquet de café Nescafé,Nan,Café,2023-12-04 08:23:39,1500.0,1,
Sachet de thé Lipton,Nan,Thé,2023-12-21 22:00:16,500.0,1,
Baume réparateur pour les mains Biafine,Nan,Produits de soin pour les mains,2023-11-09 14:36:16,1000.0,1,
Crème réparatrice Cicabiafine,Nan,Produits de soin pour le corps,2023-11-26 00:36:25,1500.0,1,
Sachet de lessive Skip,Nan,Hygiène,2023-12-30 08:12:33,750.0,1,
Sachet de graines de chia,Nan,Condiment,2023-12-01 21:36:47,1000.0,1,
Saucisse fumée,Nan,Charcuterie,2023-11-30 09:06:32,1400.0,1,
Boîte de haricots verts en conserve,Nan,Condiment,2023-12-06 16:44:58,750.0,1,
Pâté de porc,Nan,Charcuterie,2023-11-04 14:00:40,1200.0,1,
Paquet de lentilles,Nan,Alimentation,2023-11-12 11:40:35,750.0,1,
Pot de yaourt Danone,Nan,Produits laitiers,2023-11-21 15:55:39,750.0,1,
Démaquillant waterproof Maybelline,Nan,Produits de démaquillage,2023-11-06 09:32:37,1200.0,1,
Saucisson à la mirabelle,Nan,Charcuterie,2023-12-29 07:30:48,1400.0,1,
Jambon de Bayonne,Nan,Charcuterie,2023-12-23 23:37:01,1900.0,1,
Paquet de spaghetti,Nan,Alimentation,2023-11-03 14:51:25,750.0,1,
Soin anti-âge global pour le visage L'Oréal,Nan,Produits de soin pour le visage,2023-11-17 21:15:16,2500.0,1,
Sac de pommes de terre,Nan,Légumes,2023-11-08 17:06:24,1000.0,1,
Bouteille de sauce soja,Nan,Condiment,2023-12-29 12:27:58,1000.0,1,
Pâté de marcassin,Nan,Charcuterie,2023-11-12 05:37:51,1900.0,1,
Baume réparateur pour les mains Biafine,Nan,Produits de soin pour les mains,2023-11-16 15:28:28,1000.0,1,
Déodorant bille fraîcheur Nivea,Nan,Produits d'hygiène,2023-12-26 17:23:26,800.0,1,
Mortadelle,Nan,Charcuterie,2023-12-12 18:31:27,1700.0,1,
Terrine de chevreuil,Nan,Charcuterie,2023-11-27 11:05:55,1700.0,1,
Démaquillant bi-phasé Maybelline,Nan,Produits de démaquillage,2023-11-23 22:50:44,1200.0,1,
Sérum hydratant Vichy,Nan,Produits de soin pour le visage,2023-12-26 09:38:02,3000.0,1,
Crème de jour anti-taches Nivea,Nan,Produits de soin pour le visage,2023-11-03 05:53:55,1200.0,1,
Crème de nuit régénérante L'Oréal,Nan,Produits de soin pour le visage,2023-12-22 16:45:19,1200.0,1,
Gel coiffant L'Oréal,Nan,Produits de coiffure,2023-12-13 10:35:46,1500.0,1,
Rosette,Nan,Charcuterie,2023-12-05 08:38:07,1800.0,1,
Jambon fumé,Nan,Charcuterie,2023-12-04 18:28:11,1400.0,1,
Paquet de pâtes Barilla,Nan,Alimentation,2023-11-20 15:42:24,1000.0,1,
